"Curation";"Variable ID";"Variable name";"Variable synonyms";"Context of use";"Growth stage";"Variable status";"Variable Xref";"Institution";"Scientist";"Date";"Language";"Crop";"Trait ID";"Trait name";"Trait class";"Trait description";"Trait synonyms";"Main trait abbreviation";"Alternative trait abbreviations";"Entity";"Attribute";"Trait status";"Trait Xref";"Method ID";"Method name";"Method class";"Method description";"Formula";"Method reference";"Scale ID";"Scale name";"Scale class";"Decimal places";"Lower limit";"Upper limit";"Scale Xref";"Category 1";"Category 2";"Category 3";"Category 4";"Category 5";"Category 6";"Category 7";"Category 8";"Category 9";"Category 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001238";"HelSpInc_E_0to9pcttext";"HELSP_0_9text";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";"Obsolete/legacy";"BMS_22753";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000922";"Helminthosporium species incidence";"Biotic stress traits";"The disease incidence in the plants caused by the agent helminthosporium species.";;"HelSpInc";;"Plant";"Helminthosporium species incidence";;;"CO_321:0000876";"HelSpInc Estimation";"Estimation";"Standard method for Helminthosporium species incidence.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000727";"0-9 percentage scale + text";"Text";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001239";"HelSpLegacy_E_1to9";"HELSP_1_9";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";"Obsolete/legacy";"BMS_22755";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000923";"Helminthosporium species legacy";"Biotic stress traits";"The disease incidence/severity/response in the plants caused by the agent helminthosporium species.";;"HelSpLegacy";;"Plant";"Helminthosporium species legacy";;;"CO_321:0000704";"HelSpLegacy Estimation";"Estimation";"Standard method for Helminthosporium species legacy.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000789";"1-9 disease scale";"Ordinal";"1.0";;;;"1=";"4=";"5=";"2=";"3=";"8=";"9=";"6=";"7=";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001240";"HelSpSev_E_00to99text";"HELSP_00_99text";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";"Obsolete/legacy";"BMS_22754";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000686";"Helminthosporium species severity";"Biotic stress traits";"The disease severity in the plants caused by the agent Helminthosporium species.";;"HelSpSev";;"Plant";"Helminthosporium species severity";;;"CO_321:0000690";"Double digit Estimation";"Estimation";"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000728";"Double digit (00-99) + text";"Text";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001241";"HelSpSev_E_00to99";"HELSP_00_99";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_22752";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000686";"Helminthosporium species severity";"Biotic stress traits";"The disease severity in the plants caused by the agent Helminthosporium species.";;"HelSpSev";;"Plant";"Helminthosporium species severity";;;"CO_321:0000690";"Double digit Estimation";"Estimation";"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000470";"Double digit (00-99)";"Ordinal";"1.0";;;;"27= 20% plant height affected, 70% coverage";"25= 20% plant height affected, 50% coverage";"26= 20% plant height affected, 60% coverage";"19= 10% plant height affected, 90% coverage";"20= 20";"18= 10% plant height affected, 80% coverage";"23= 20% plant height affected, 30% coverage";"24= 20% plant height affected, 40% coverage";"21= 20% plant height affected, 10% coverage";"22= 20% plant height affected, 20% coverage";"96= 90% plant height affected, 60% coverage";"97= 90% plant height affected, 70% coverage";"94= 90% plant height affected, 40% coverage";"95= 90% plant height affected, 50% coverage";"99= 90% plant height affected, 90% coverage";"98= 90% plant height affected, 80% coverage";"87= 80% plant height affected, 70% coverage";"83= 80% plant height affected, 30% coverage";"84= 80% plant height affected, 40% coverage";"85= 80% plant height affected, 50% coverage";"86= 80% plant height affected, 60% coverage";"91= 90% plant height affected, 10% coverage";"90= 90";"93= 90% plant height affected, 30% coverage";"92= 90% plant height affected, 20% coverage";"89= 80% plant height affected, 90% coverage";"88= 80% plant height affected, 80% coverage";"76= 70% plant height affected, 60% coverage";"77= 70% plant height affected, 70% coverage";"74= 70% plant height affected, 40% coverage";"75= 70% plant height affected, 50% coverage";"72= 70% plant height affected, 20% coverage";"73= 70% plant height affected, 30% coverage";"82= 80% plant height affected, 20% coverage";"81= 80% plant height affected, 10% coverage";"80= 80";"79= 70% plant height affected, 90% coverage";"78= 70% plant height affected, 80% coverage";"70= 70";"71= 70% plant height affected, 10% coverage";"68= 60% plant height affected, 80% coverage";"69= 60% plant height affected, 90% coverage";"64= 60% plant height affected, 40% coverage";"63= 60% plant height affected, 30% coverage";"62= 60% plant height affected, 20% coverage";"61= 60% plant height affected, 10% coverage";"67= 60% plant height affected, 70% coverage";"66= 60% plant height affected, 60% coverage";"65= 60% plant height affected, 50% coverage";"58= 50% plant height affected, 80% coverage";"59= 50% plant height affected, 90% coverage";"60= 60";"51= 50% plant height affected, 10% coverage";"50= 50";"53= 50% plant height affected, 30% coverage";"52= 50% plant height affected, 20% coverage";"55= 50% plant height affected, 50% coverage";"54= 50% plant height affected, 40% coverage";"57= 50% plant height affected, 70% coverage";"56= 50% plant height affected, 60% coverage";"48= 40% plant height affected, 80% coverage";"49= 40% plant height affected, 90% coverage";"00= no disease";"46= 40% plant height affected, 60% coverage";"12= 10% plant height affected, 20% coverage";"45= 40% plant height affected, 50% coverage";"13= 10% plant height affected, 30% coverage";"44= 40% plant height affected, 40% coverage";"10= 10";"43= 40% plant height affected, 30% coverage";"11= 10% plant height affected, 10% coverage";"42= 40% plant height affected, 20% coverage";"16= 10% plant height affected, 60% coverage";"41= 40% plant height affected, 10% coverage";"17= 10% plant height affected, 70% coverage";"40= 40";"14= 10% plant height affected, 40% coverage";"39= 30% plant height affected, 90% coverage";"15= 10% plant height affected, 50% coverage";"47= 40% plant height affected, 70% coverage";"38= 30% plant height affected, 80% coverage";"33= 30% plant height affected, 30% coverage";"32= 30% plant height affected, 20% coverage";"35= 30% plant height affected, 50% coverage";"34= 30% plant height affected, 40% coverage";"29= 20% plant height affected, 90% coverage";"28= 20% plant height affected, 80% coverage";"31= 30% plant height affected, 10% coverage";"30= 30";"37= 30% plant height affected, 70% coverage";"36= 30% plant height affected, 60% coverage"
;"CO_321:0001242";"HerbicideDmg_E_1to5";"HERBDMG_1_5, HerbDmg_N_T_S_M_V";"Trial evaluation";"After the event";;"BMS_22716";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000679";"Herbicide damage";"Abiotic stress traits";"Plant damage caused by herbicide.";;"HerbicideDmg";"HerbDmg";"Plant";"Herbicide damage";;;"CO_321:0000795";"HerbicideDmg Estimation";"Estimation";"Standard method for herbicide damage.";;;"CO_321:0000457";"1-5 DMG scale";"Ordinal";"1.0";;;;"1= none (N)";"4= moderate (M)";"5= very severe (V)";"2= trace (T)";"3 = slight (S)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001243";"HesFlyDmg_E_pct";"HESFDMG _pct";"Trial evaluation";"After the event";;"BMS_29095";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000088";"Hessian fly damage";"Biotic stress traits";"The plant damage caused by hessian fly, Maytiola destructor.";;"HesFlyDmg";"HESFDMG";"Plant";"Hessian fly damage";;;"CO_321:0000309";"HesFlyDmg Estimation";"Estimation";"Standard method for hessian fly damage.";;"Duveiller et al., 2012";"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001244";"InfertTN_Ct_InTllrm";"INFERTNO_tll_m";"Trial evaluation";"DS65-DS81";;"BMS_29101";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000644";"Infertile tiller number";"Agronomical traits";"Number of infertile tillers  per unit area, sample or plant.";;"InfertTN";;"Infertile tiller";"Number";;;"CO_321:0000801";"InfertTN Counting";"Counting";"Count the number of infertile tillers.";;;"CO_321:0000802";"infertile tiller/m";"Numerical";"0.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001245";"InfertTN_Ct_InTllrm2";"INFERTNO_tll_m2";"Trial evaluation";"DS65-DS81";;"BMS_29102";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000644";"Infertile tiller number";"Agronomical traits";"Number of infertile tillers  per unit area, sample or plant.";;"InfertTN";;"Infertile tiller";"Number";;;"CO_321:0000801";"InfertTN Counting";"Counting";"Count the number of infertile tillers.";;;"CO_321:0000803";"infertile tiller/m2";"Numerical";"0.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001246";"ISBM_Calc_gm2";"ISBM_g_m2";"Research-intensive characterization";"DS11-DS87";;"BMS_29103";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000393";"In-season aboveground biomass";"Agronomical traits";"All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.";;"ISBM";;"Plant";"Aboveground biomass In-season";;;"CO_321:0001029";"ISBM Computation";"Computation";"Sampling is typically performed at sequential developmental stages/time intervals through crop growth. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  In most cases, determinations of dry mass are made on representative sub-samples to reduce oven space requirement, take additional measurements (e.g., fertile culm count) etc. Several protocols available (Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012), decide which method suit better for your objectives.";"xxxx";"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012 (Ch. 15)";"CO_321:0000805";"g/m2";"Numerical";"0.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001247";"ISBM_Calc_kgha";"ISBM_kg_ha";"Research-intensive characterization";"DS11-DS87";;"BMS_29105";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000393";"In-season aboveground biomass";"Agronomical traits";"All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.";;"ISBM";;"Plant";"Aboveground biomass In-season";;;"CO_321:0001029";"ISBM Computation";"Computation";"Sampling is typically performed at sequential developmental stages/time intervals through crop growth. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  In most cases, determinations of dry mass are made on representative sub-samples to reduce oven space requirement, take additional measurements (e.g., fertile culm count) etc. Several protocols available (Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012), decide which method suit better for your objectives.";"xxxx";"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012 (Ch. 15)";"CO_321:0000804";"kg/ha";"Numerical";"0.0";"0.0";"20000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001248";"ISBM_Calc_tha";"ISBM_t_ha";"Research-intensive characterization";"DS11-DS87";;"BMS_29107";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000393";"In-season aboveground biomass";"Agronomical traits";"All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.";;"ISBM";;"Plant";"Aboveground biomass In-season";;;"CO_321:0001029";"ISBM Computation";"Computation";"Sampling is typically performed at sequential developmental stages/time intervals through crop growth. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  In most cases, determinations of dry mass are made on representative sub-samples to reduce oven space requirement, take additional measurements (e.g., fertile culm count) etc. Several protocols available (Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012), decide which method suit better for your objectives.";"xxxx";"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012 (Ch. 15)";"CO_321:0000432";"t/ha";"Numerical";"2.0";"0.0";"20.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001249";"ISBM_M_gPlot";"ISBM_g_plot";"Research-intensive characterization";"DS11-DS87";;"BMS_29104";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000393";"In-season aboveground biomass";"Agronomical traits";"All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.";;"ISBM";;"Plant";"Aboveground biomass In-season";;;"CO_321:0000394";"ISBM Measurement";"Measurement";"Sampling is typically performed at sequential developmental stages/time intervals through crop growth. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  In most cases, determinations of dry mass are made on representative sub-samples to reduce oven space requirement, take additional measurements (e.g., fertile culm count) etc. Several protocols available (Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012), decide which method suit better for your objectives.";;"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012 (Ch. 15)";"CO_321:0000412";"g/plot";"Numerical";"1.0";"0.0";"12000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001250";"ISBM_M_kgPlot";"ISBM_kg_plot";"Research-intensive characterization";"DS11-DS87";;"BMS_29106";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000393";"In-season aboveground biomass";"Agronomical traits";"All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.";;"ISBM";;"Plant";"Aboveground biomass In-season";;;"CO_321:0000394";"ISBM Measurement";"Measurement";"Sampling is typically performed at sequential developmental stages/time intervals through crop growth. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  In most cases, determinations of dry mass are made on representative sub-samples to reduce oven space requirement, take additional measurements (e.g., fertile culm count) etc. Several protocols available (Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012), decide which method suit better for your objectives.";;"Bell and Fischer, 1994, Reynolds et al., 2001, Pask et al., 2012 (Ch. 15)";"CO_321:0000806";"kg/plot";"Numerical";"3.0";"1.0";"6.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001251";"InsectDmg_E_pct";"INSECTDMG_pct";"Trial evaluation";"After the event";;"BMS_28000";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000089";"Insect damage";"Biotic stress traits";"The plant damage caused by insects.";;"InsectDmg";;"Plant";"Insect damage";;;"CO_321:0000705";"InsectDmg Estimation";"Estimation";"Standard method for insect damage.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001252";"InsectDmg_E_1to5";"INSECTDMG_1_5, InsectDmg_N_T_S_M_V";"Trial evaluation";"After the event";;"BMS_22713";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000089";"Insect damage";"Biotic stress traits";"The plant damage caused by insects.";;"InsectDmg";;"Plant";"Insect damage";;;"CO_321:0000705";"InsectDmg Estimation";"Estimation";"Standard method for insect damage.";;;"CO_321:0000457";"1-5 DMG scale";"Ordinal";"1.0";;;;"1= none (N)";"4= moderate (M)";"5= very severe (V)";"2= trace (T)";"3 = slight (S)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001253";"TindiInc_E_pct";"TINDI_pct";"Nursery/Trial evaluation";"After physiological maturity (DS87)";;"BMS_29192";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000106";"Karnal bunt incidence";"Biotic stress traits";"Karnal bunt incidence in the plants caused by the agent Tilletia indica (syn. Neovossia indica).";;"TindiInc";"KBInc, TINDI, KB";"Spike";"Karnal bunt incidence";;;"CO_321:0000323";"TindiInc Estimation";"Estimation";"Standard method for karnal bunt incidence.";;"Wilcoxson and Saari, 1996";"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001254";"LAI_Calc_Idx";"LAI_index";"Research-intensive characterization";"Seedling development to late grain-filling (DS12-DS81)";;"BMS_29108";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000184";"Leaf area index";"Agronomical traits";"It is a dimensionless quantity that characterizes plant canopies and defined as the leaf area per unit ground surface area.";;"LAI";;"Plant";"Leaf area index";;;"CO_321:0000362";"LAI Computation";"Computation";"LAI can be determined directly by taking a sample of canopy from a plant canopy, measuring the leaf area per sample plot with an area meter or image scanner and dividing it by the plot land surface area. Indirect methods use ceptometer to measure canopy geometry or light extinction and relate it to LAI. (LAI = leaf area / ground area, m2 / m2).";"(LAI = leaf area / ground area, m2 / m2)";"Bell and Fischer, 1994, Pask et al., 2012";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001255";"LeafCID_M_delta13C";"LEAVESCID_delta";"Research-intensive characterization";"From DS21";;"BMS_29116";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000196";"Leaf carbon isotope discrimination";"Physiological traits";"Leaves carbon isotope discrimination can be measured in the leaves during early canopy development in well irrigated trials, in which case genotypic effects will be related mainly to transpiration efficiency.";;"LeafCID";"LeavesCID";"Leaf";"Carbon isotope discrimination";;;"CO_321:0000383";"CID determination";"Measurement";"Proceed following the protocol for sampling of grains or leaves for CID in Chapter 6 in Pask et al., 2012. Mass spectrometers generate differential values of stable carbon isotope composition (?13C), expressed negative values in parts per thousand (?) (Farquhar et al., 1989): ?13C (?) = [(Rsample/Rstandard)?1] x 1000. Where: the ratio of heavy to light isotope (R = 13C/12C) for the sample is in comparison to Peedee Belemnite (PDB) carbonate (limestone) standard. Following Farquhar et al. (1989) ? rather than using carbon isotope composition values (?13C), positive values for CID (?13C) can be calculated for easier statistical analysis as: ?13C = [(?a-?p)]/[1 + (?p/1000)]";;"Pask et al., 2012 (Ch. 6), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000433";"delta 13C";"Numerical";"2.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
